slug,title,date,month,year,category,sub_category,authors,keywords,jel_codes,page_url,pdf_url,extra_pdf_urls,cited_external_pdfs,pdf_path,fulltext_path,word_count
from-imported-coal-to-thar-coal-a-path-to-energy-security,From Imported Coal To Thar Coal: A Path To Energy Security,2022-12-29,2022-12,2022,PIDE in Press,PIDE in Press,Misbah Rashid,,,https://pide.org.pk/research/from-imported-coal-to-thar-coal-a-path-to-energy-security/,https://file.pide.org.pk/uploads/pip-0451-from-imported-coal-to-thar-coal-a-path-to-energy-security.pdf,,,pdfs/2022/12/pip-0451-from-imported-coal-to-thar-coal-a-path-to-energy-security.pdf,data/fulltext/from-imported-coal-to-thar-coal-a-path-to-energy-security.txt,772
media-coverage-of-the-book-launch-power-sector-an-enigma-with-no-easy-solution,Media Coverage Of The Book Launch Power Sector: An Enigma With No Easy Solution,2022-12-28,2022-12,2022,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-of-the-book-launch-power-sector-an-enigma-with-no-easy-solution/,https://file.pide.org.pk/uploads/pip-0450-media-coverage-of-the-book-launch-power-sector-an-enigma-with-no-easy-solution.pdf,,,pdfs/2022/12/pip-0450-media-coverage-of-the-book-launch-power-sector-an-enigma-with-no-easy-solution.pdf,data/fulltext/media-coverage-of-the-book-launch-power-sector-an-enigma-with-no-easy-solution.txt,17
a-permission-economy,A ‘permission economy’,2022-12-28,2022-12,2022,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/a-permission-economy/,https://file.pide.org.pk/uploads/pip-0449-a-permission-economy.pdf,,,pdfs/2022/12/pip-0449-a-permission-economy.pdf,data/fulltext/a-permission-economy.txt,716
taxation-beyond-revenue,Taxation beyond revenue,2022-12-27,2022-12,2022,PIDE in Press,PIDE in Press,Mohammad Shaaf Najib,,,https://pide.org.pk/research/taxation-beyond-revenue/,https://file.pide.org.pk/uploads/pip-0447-taxation-beyond-revenue.pdf,,,pdfs/2022/12/pip-0447-taxation-beyond-revenue.pdf,data/fulltext/taxation-beyond-revenue.txt,782
media-coverage-pides-charter-of-economy,Media Coverage: PIDE’s Charter of Economy,2022-12-27,2022-12,2022,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-pides-charter-of-economy/,https://file.pide.org.pk/uploads/pip-0448-media-coverage-pides-charter-of-economy.pdf,,,pdfs/2022/12/pip-0448-media-coverage-pides-charter-of-economy.pdf,data/fulltext/media-coverage-pides-charter-of-economy.txt,24
flood-disaster-management,Flood Disaster Management,2022-12-27,2022-12,2022,Webinars Brief,Webinars Brief; Center for Agriculture‚ Climate Change and Rural Economy; Center for Governance‚ Markets and Regulatory Analysis,Abdul Manna,,,https://pide.org.pk/research/flood-disaster-management/,https://file.pide.org.pk/uploads/wb-131-flood-disaster-management.pdf,,,pdfs/2022/12/wb-131-flood-disaster-management.pdf,data/fulltext/flood-disaster-management.txt,736
the-effective-rate-of-protection-in-an-input-output-framework,The Effective Rate of Protection in an Input-Output Framework,2022-12-26,2022-12,2022,Working Paper,Working Paper; Center for Industry‚ Trade &amp; Digital Economy; Center for Governance‚ Markets and Regulatory Analysis,Muhammad Zeshan,Trade; Pakistan; Industry; Input Output Table; Effective Rate of Protection,D57; C67; R15; F6; L5,https://pide.org.pk/research/the-effective-rate-of-protection-in-an-input-output-framework/,https://file.pide.org.pk/uploads/wp-0229-the-effective-rate-of-protection-in-an-input-output-framework.pdf,,,pdfs/2022/12/wp-0229-the-effective-rate-of-protection-in-an-input-output-framework.pdf,data/fulltext/the-effective-rate-of-protection-in-an-input-output-framework.txt,787
ppps-progressive-pivot,PPP’s Progressive Pivot?,2022-12-24,2022-12,2022,PIDE in Press,PIDE in Press,Abbas Moosvi,,,https://pide.org.pk/research/ppps-progressive-pivot/,https://file.pide.org.pk/uploads/pip-0459-ppps-progressive-pivot.pdf,,,pdfs/2022/12/pip-0459-ppps-progressive-pivot.pdf,data/fulltext/ppps-progressive-pivot.txt,678
establishing-grievance-redressal-system-in-effective-service-delivery-a-case-study-of-the-sehat-sahulat-program-ssp-in-pakistan,Establishing Grievance Redressal System in Effective Service Delivery: A Case Study of the Sehat Sahulat Program (SSP) in Pakistan,2022-12-23,2022-12,2022,Working Paper,Working Paper; Center for Social and Behavioral Analysis; Center for Governance‚ Markets and Regulatory Analysis,Shujaat Farooq; Nabila Kunwal,Health Insurance; Sehat Sahulat Programme; Complaints; Hospital Management; Grievance System,,https://pide.org.pk/research/establishing-grievance-redressal-system-in-effective-service-delivery-a-case-study-of-the-sehat-sahulat-program-ssp-in-pakistan/,https://file.pide.org.pk/uploads/wp-0228-establishing-grievance-redressal-system-in-effective-service-delivery-a-case-study-of-the-sehat-sahulat-program-ssp-in-pakistan.pdf,,,pdfs/2022/12/wp-0228-establishing-grievance-redressal-system-in-effective-service-delivery-a-case-study-of-the-sehat-sahulat-program-ssp-in-pakistan.pdf,data/fulltext/establishing-grievance-redressal-system-in-effective-service-delivery-a-case-study-of-the-sehat-sahulat-program-ssp-in-pakistan.txt,1048
dollar-rupee-and-greshams-law,"Dollar, rupee and Gresham’s law",2022-12-23,2022-12,2022,PIDE in Press,PIDE in Press,Shahid Mehmood,,,https://pide.org.pk/research/dollar-rupee-and-greshams-law/,https://file.pide.org.pk/uploads/pip-0445-dollar-rupee-and-greshams-law.pdf,,,pdfs/2022/12/pip-0445-dollar-rupee-and-greshams-law.pdf,data/fulltext/dollar-rupee-and-greshams-law.txt,1063
developing-vibrant-housing-rental-market,Developing vibrant housing rental market,2022-12-23,2022-12,2022,PIDE in Press,PIDE in Press,Abid Rehman,,,https://pide.org.pk/research/developing-vibrant-housing-rental-market/,https://file.pide.org.pk/uploads/pip-0446-developing-vibrant-housing-rental-market.pdf,,,pdfs/2022/12/pip-0446-developing-vibrant-housing-rental-market.pdf,data/fulltext/developing-vibrant-housing-rental-market.txt,679
vol-61-no-3-2022,Vol. 61 No.3-2022,2022-12-21,2022-12,2022,PDR,PDR issue; 2022; Vol. 61 No.3-2022; Rasta Journal Articles,,,,https://pide.org.pk/research/vol-61-no-3-2022/,https://file.pide.org.pk/pdfpdr/issue/pdr-2022-v61i3.pdf,https://file.pide.org.pk/pdfpdr/2022/335-363.pdf; https://file.pide.org.pk/pdfpdr/2022/365-398.pdf; https://file.pide.org.pk/pdfpdr/2022/399-414.pdf; https://file.pide.org.pk/pdfpdr/2022/415-443.pdf; https://file.pide.org.pk/pdfpdr/2022/445-461.pdf; https://file.pide.org.pk/pdfpdr/2022/463-490.pdf; https://file.pide.org.pk/pdfpdr/2022/491-499.pdf; https://file.pide.org.pk/pdfpdr/2022/501-509.pdf; https://file.pide.org.pk/pdfpdr/2022/511-517.pdf; https://file.pide.org.pk/pdfpdr/2022/519-526.pdf; https://file.pide.org.pk/pdfpdr/2022/527-537.pdf; https://file.pide.org.pk/pdfpdr/2022/539-544.pdf,,pdfs/2022/12/pdr-2022-v61i3.pdf,data/fulltext/vol-61-no-3-2022.txt,220
transforming-public-sector-through-e-governance-a-case-study-of-khyber-pakhtunkhwa,Transforming Public Sector Through e-Governance: A Case Study of Khyber Pakhtunkhwa (Article),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Shagufta Aman,Efficiency; e-government; Information and Communication Technology-ICTs; Transparency; Accessibility in Service Delivery,,https://pide.org.pk/research/transforming-public-sector-through-e-governance-a-case-study-of-khyber-pakhtunkhwa/,https://file.pide.org.pk/pdfpdr/2022/365-398.pdf,,,pdfs/2022/12/365-398.pdf,data/fulltext/transforming-public-sector-through-e-governance-a-case-study-of-khyber-pakhtunkhwa.txt,321
the-socio-economic-analysis-of-the-street-economy-in-the-twin-cities-of-pakistan,The Socio-economic Analysis of the Street Economy in the Twin Cities of Pakistan (Article),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Nasir Iqbal; Saima Nawaz; Muhammad Aqeel Anwar,Pakistan; STREET ECONOMY; Twin Cities; Economic Analysis,,https://pide.org.pk/research/the-socio-economic-analysis-of-the-street-economy-in-the-twin-cities-of-pakistan/,https://file.pide.org.pk/pdfpdr/2022/335-363.pdf,,,pdfs/2022/12/335-363.pdf,data/fulltext/the-socio-economic-analysis-of-the-street-economy-in-the-twin-cities-of-pakistan.txt,201
the-psychosocial-value-of-employment-evidence-from-the-rohingya-refugee-camps,The Psychosocial Value Of Employment Evidence From The Rohingya Refugee Camps,2022-12-21,2022-12,2022,Webinars Brief,Webinars Brief; Center for Sustainable Futures; Center for Social and Behavioral Analysis,Ayesha Fatima,,,https://pide.org.pk/research/the-psychosocial-value-of-employment-evidence-from-the-rohingya-refugee-camps/,https://file.pide.org.pk/uploads/wb-130-the-psychosocial-value-of-employment-evidence-from-the-rohingya-refugee-camps.pdf,,,pdfs/2022/12/wb-130-the-psychosocial-value-of-employment-evidence-from-the-rohingya-refugee-camps.pdf,data/fulltext/the-psychosocial-value-of-employment-evidence-from-the-rohingya-refugee-camps.txt,668
the-perspective-of-native-people-regarding-developmental-projects-of-china-pakistan-economic-corridor-cpec-in-gwadar-balochistan,"The Perspective of Native People Regarding Developmental Projects of China Pakistan Economic Corridor (CPEC) in Gwadar, Balochistan (Article)",2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Zahid Ali; Noor Sanauddin,Development; CPEC; Fishermen; Displacement; Perception; Exclusion,,https://pide.org.pk/research/the-perspective-of-native-people-regarding-developmental-projects-of-china-pakistan-economic-corridor-cpec-in-gwadar-balochistan/,https://file.pide.org.pk/pdfpdr/2022/399-414.pdf,,,pdfs/2022/12/399-414.pdf,data/fulltext/the-perspective-of-native-people-regarding-developmental-projects-of-china-pakistan-economic-corridor-cpec-in-gwadar-balochistan.txt,187
the-islamabad-master-plan-2,The Islamabad Master Plan (Policy),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Lubna Hasan; Aqeel Chaudhry; Ayaz Ahmed; Hafiz Hanzla Jalil,,,https://pide.org.pk/research/the-islamabad-master-plan-2/,https://file.pide.org.pk/pdfpdr/2022/501-509.pdf,,,pdfs/2022/12/501-509.pdf,data/fulltext/the-islamabad-master-plan-2.txt,87
strategies-to-improve-revenue-generation-for-islamabad-metropolitan-corporation-2,Strategies to Improve Revenue Generation for Islamabad Metropolitan Corporation (Policy),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Lubna Hasan,,,https://pide.org.pk/research/strategies-to-improve-revenue-generation-for-islamabad-metropolitan-corporation-2/,https://file.pide.org.pk/pdfpdr/2022/511-517.pdf,,,pdfs/2022/12/511-517.pdf,data/fulltext/strategies-to-improve-revenue-generation-for-islamabad-metropolitan-corporation-2.txt,73
skills-mapping-for-selected-industries-of-special-economic-zones-job-creation-for-unemployed-youth-of-balochistan,Skills Mapping for Selected Industries of Special Economic Zones: Job Creation for Unemployed Youth of Balochistan (Article),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Aziz Ahmed; Syed Munawar Shah,Vocational Skills; Youth Development; Industrial Development; Employment; Jobs Creation; SEZs/EPZs; Skills Mapping; Technical Skills,J24; O15; J21; L00; J2; J62,https://pide.org.pk/research/skills-mapping-for-selected-industries-of-special-economic-zones-job-creation-for-unemployed-youth-of-balochistan/,https://file.pide.org.pk/pdfpdr/2022/445-461.pdf,,,pdfs/2022/12/445-461.pdf,data/fulltext/skills-mapping-for-selected-industries-of-special-economic-zones-job-creation-for-unemployed-youth-of-balochistan.txt,150
political-dynasties-and-local-economic-development-in-pakistan,Political Dynasties and Local Economic Development in Pakistan (Article),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Faiz Ur Rehman; Noman Ahmad; Muhammad Nasir,,,https://pide.org.pk/research/political-dynasties-and-local-economic-development-in-pakistan/,https://file.pide.org.pk/pdfpdr/2022/415-443.pdf,,,pdfs/2022/12/415-443.pdf,data/fulltext/political-dynasties-and-local-economic-development-in-pakistan.txt,196
pides-charter-of-economy,PIDE’S Charter of Economy (Policy),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Nadeem Ul Haque; Saddam Hussein,,,https://pide.org.pk/research/pides-charter-of-economy/,https://file.pide.org.pk/pdfpdr/2022/527-537.pdf,,,pdfs/2022/12/527-537.pdf,data/fulltext/pides-charter-of-economy.txt,93
legal-basis-for-uniform-electricity-tariff,Legal basis for uniform electricity tariff,2022-12-21,2022-12,2022,PIDE in Press,PIDE in Press,Afia Malik,,,https://pide.org.pk/research/legal-basis-for-uniform-electricity-tariff/,https://file.pide.org.pk/uploads/pip-0444-legal-basis-for-uniform-electricity-tariff.pdf,,,pdfs/2022/12/pip-0444-legal-basis-for-uniform-electricity-tariff.pdf,data/fulltext/legal-basis-for-uniform-electricity-tariff.txt,997
lahores-urban-dilemma-3,Lahore’s Urban Dilemma (Policy),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Nadeem Ul Haque; Hafeez Ur Rehman Hadi; Madeeha Qureshi; Fahd Zulfiqar,,,https://pide.org.pk/research/lahores-urban-dilemma-3/,https://file.pide.org.pk/pdfpdr/2022/491-499.pdf,,,pdfs/2022/12/491-499.pdf,data/fulltext/lahores-urban-dilemma-3.txt,146
getting-more-out-of-the-psdp-through-results-based-management-2,Getting More Out of the PSDP through Results Based Management (Policy),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Raja Rafiullah,,,https://pide.org.pk/research/getting-more-out-of-the-psdp-through-results-based-management-2/,https://file.pide.org.pk/pdfpdr/2022/519-526.pdf,,,pdfs/2022/12/519-526.pdf,data/fulltext/getting-more-out-of-the-psdp-through-results-based-management-2.txt,152
from-imports-to-exports-an-achievement-of-mobile-phone-industry-2,From Imports to Exports—An Achievement of Mobile Phone Industry (Policy),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Uzma Zia,,,https://pide.org.pk/research/from-imports-to-exports-an-achievement-of-mobile-phone-industry-2/,https://file.pide.org.pk/pdfpdr/2022/539-544.pdf,,,pdfs/2022/12/539-544.pdf,data/fulltext/from-imports-to-exports-an-achievement-of-mobile-phone-industry-2.txt,80
a-techno-economic-analysis-of-widespread-microgrid-minigrid-deployment-in-pakistans-electrical-power-sector,A Techno-Economic Analysis of Widespread Microgrid/Minigrid Deployment in Pakistan’s Electrical Power Sector (Article),2022-12-21,2022-12,2022,PDR,PDR; 2022; Vol. 61 No.3-2022,Danial Saleem; Salis Usman,,,https://pide.org.pk/research/a-techno-economic-analysis-of-widespread-microgrid-minigrid-deployment-in-pakistans-electrical-power-sector/,https://file.pide.org.pk/pdfpdr/2022/463-490.pdf,,,pdfs/2022/12/463-490.pdf,data/fulltext/a-techno-economic-analysis-of-widespread-microgrid-minigrid-deployment-in-pakistans-electrical-power-sector.txt,337
rethinking-policies,Rethinking policies,2022-12-20,2022-12,2022,PIDE in Press,PIDE in Press,Azwar Muhammad Aslam,,,https://pide.org.pk/research/rethinking-policies/,https://file.pide.org.pk/uploads/pip-0443-rethinking-policies.pdf,,,pdfs/2022/12/pip-0443-rethinking-policies.pdf,data/fulltext/rethinking-policies.txt,744
discoursing-deregulations-a-case-of-rental-housing-market,Discoursing Deregulations: A Case Of Rental Housing Market,2022-12-20,2022-12,2022,PIDE in Press,PIDE in Press,Abid Rehman,,,https://pide.org.pk/research/discoursing-deregulations-a-case-of-rental-housing-market/,https://file.pide.org.pk/uploads/pip-0445-discoursing-deregulations-a-case-of-rental-housing-market.pdf,,,pdfs/2022/12/pip-0445-discoursing-deregulations-a-case-of-rental-housing-market.pdf,data/fulltext/discoursing-deregulations-a-case-of-rental-housing-market.txt,724
the-other-side-of-social-media,The Other Side Of Social Media,2022-12-17,2022-12,2022,PIDE in Press,PIDE in Press,Abida Naurin; Rabia Basri,,,https://pide.org.pk/research/the-other-side-of-social-media/,https://file.pide.org.pk/uploads/pip-0452-the-other-side-of-social-media.pdf,,,pdfs/2022/12/pip-0452-the-other-side-of-social-media.pdf,data/fulltext/the-other-side-of-social-media.txt,596
responding-to-the-future,Responding To The Future,2022-12-16,2022-12,2022,PIDE in Press,PIDE in Press,Fida Muhammad Khan,,,https://pide.org.pk/research/responding-to-the-future/,,,,,,0
unveiling-the-myth-of-import-substitution-policy-in-pakistan,Unveiling The Myth Of Import Substitution Policy In Pakistan,2022-12-14,2022-12,2022,Knowledge Brief,Knowledge Brief; Center for Industry‚ Trade &amp; Digital Economy,Muhammad Zeshan,,,https://pide.org.pk/research/unveiling-the-myth-of-import-substitution-policy-in-pakistan/,https://file.pide.org.pk/uploads/kb-098-unveiling-the-myth-of-import-substitution-policy-in-pakistan.pdf,,https://www.sbp.org.pk/reports/annual/arFY15/Special-Section3.pdf,pdfs/2022/12/kb-098-unveiling-the-myth-of-import-substitution-policy-in-pakistan.pdf,data/fulltext/unveiling-the-myth-of-import-substitution-policy-in-pakistan.txt,865
